EAR,MAR,TIME
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.32241699390296014,0.12761423749153966,13:23:43.785164
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.32241699390296014,0.12761423749153966,13:23:43.785164
0.3161601194625546,0.0804737854124365,13:23:43.992169
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.32241699390296014,0.12761423749153966,13:23:43.785164
0.3161601194625546,0.0804737854124365,13:23:43.992169
0.3286536191926801,0.09428090415820635,13:23:44.185336
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.32241699390296014,0.12761423749153966,13:23:43.785164
0.3161601194625546,0.0804737854124365,13:23:43.992169
0.3286536191926801,0.09428090415820635,13:23:44.185336
0.32794842650041456,0.1414213562373095,13:23:44.368836
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.32241699390296014,0.12761423749153966,13:23:43.785164
0.3161601194625546,0.0804737854124365,13:23:43.992169
0.3286536191926801,0.09428090415820635,13:23:44.185336
0.32794842650041456,0.1414213562373095,13:23:44.368836
0.3137518988231127,0.06666666666666667,13:23:44.550149
0.2844795179658757,0.33874258867227935,13:23:40.884976
0.25795268223447,0.2720759220056127,13:23:41.394433
0.2657799323527273,0.305409255338946,13:23:42.097941
0.2658132933325051,0.249071198499986,13:23:42.444159
0.32531808871475826,0.14714045207910315,13:23:42.759118
0.33424097134286135,0.12761423749153966,13:23:43.025955
0.33473516642980283,0.20786893258332634,13:23:43.310863
0.3443721221906101,0.1276142374915397,13:23:43.571007
0.32241699390296014,0.12761423749153966,13:23:43.785164
0.3161601194625546,0.0804737854124365,13:23:43.992169
0.3286536191926801,0.09428090415820635,13:23:44.185336
